family,w_logistic,model,horizon,mean_wis,std_wis,n_series
trend_logistic_mix,0.1,SimpleTheta,1,21.717389393156726,12.865564077798949,200
trend_logistic_mix,0.1,SimpleTheta,4,25.04709301100463,14.413142749486422,200
trend_logistic_mix,0.1,SimpleTheta,8,30.155672404512497,17.18359806358392,200
trend_logistic_mix,0.1,SimpleTheta,12,35.64307716683179,20.265142590921197,200
trend_logistic_mix,0.1,Naive,1,24.64635270067264,15.101116967704911,200
trend_logistic_mix,0.1,Naive,4,27.429030360142022,16.007498171869067,200
trend_logistic_mix,0.1,Naive,8,32.33475951323931,18.510323791436896,200
trend_logistic_mix,0.1,Naive,12,37.880496184697236,21.52627902043403,200
seasonal_logistic_mix,0.1,TFP,1,78.45222618121744,16.765969713275123,200
seasonal_logistic_mix,0.1,TFP,4,117.75768134425238,25.789000619859895,200
seasonal_logistic_mix,0.1,TFP,8,133.4535448559736,29.306260400260815,200
seasonal_logistic_mix,0.1,TFP,12,141.8894359559799,29.85490225010301,200
seasonal_logistic_mix,0.1,SimpleTheta,1,71.04192660647993,15.04619535897365,200
seasonal_logistic_mix,0.1,SimpleTheta,4,89.28963126942337,18.936972759211077,200
seasonal_logistic_mix,0.1,SimpleTheta,8,111.13570998471067,24.50920224821589,200
seasonal_logistic_mix,0.1,SimpleTheta,12,133.6115898051784,29.903419982470837,200
seasonal_logistic_mix,0.1,Naive,1,84.98598602838177,18.15239245547371,200
seasonal_logistic_mix,0.1,Naive,4,198.43728261146643,48.87741076923522,200
seasonal_logistic_mix,0.1,Naive,8,194.40696402700618,46.657896878676674,200
seasonal_logistic_mix,0.1,Naive,12,136.29644125211303,29.686049311325615,200
trend_logistic_mix,0.25,TFP,1,28.624987894376826,21.254676811936992,200
trend_logistic_mix,0.25,TFP,4,99.41491442265252,76.98382988343614,200
trend_logistic_mix,0.25,TFP,8,191.00682823634247,145.8130592740177,200
trend_logistic_mix,0.25,TFP,12,276.81223277629493,211.55993027547626,200
trend_logistic_mix,0.25,SimpleTheta,1,20.039237123133827,14.678322641233699,200
trend_logistic_mix,0.25,SimpleTheta,4,23.41654686708148,17.431347719985215,200
trend_logistic_mix,0.25,SimpleTheta,8,28.401518550174778,21.151109751781977,200
trend_logistic_mix,0.25,SimpleTheta,12,33.762967002121755,25.303772338833834,200
trend_logistic_mix,0.25,Naive,1,22.127698101636224,16.24079801415833,200
trend_logistic_mix,0.25,Naive,4,25.097709384120982,18.727284891390298,200
trend_logistic_mix,0.25,Naive,8,29.81873428406545,21.891916483276084,200
trend_logistic_mix,0.25,Naive,12,35.223314282765635,25.930469836016307,200
seasonal_logistic_mix,0.25,TFP,1,77.60566638706955,15.72747188512275,200
seasonal_logistic_mix,0.25,TFP,4,113.78065699288454,23.32535390689744,200
seasonal_logistic_mix,0.25,TFP,8,130.2020397349684,26.8524522710287,200
seasonal_logistic_mix,0.25,TFP,12,139.03102245915753,27.832342238723704,200
seasonal_logistic_mix,0.25,SimpleTheta,1,70.04104671919977,13.979513667163387,200
seasonal_logistic_mix,0.25,SimpleTheta,4,87.41421936218721,17.41525588319896,200
seasonal_logistic_mix,0.25,SimpleTheta,8,108.84857557078539,22.697074159898225,200
seasonal_logistic_mix,0.25,SimpleTheta,12,130.40963346790267,28.05027801998276,200
seasonal_logistic_mix,0.25,Naive,1,83.875910609147,17.053019956313857,200
seasonal_logistic_mix,0.25,Naive,4,188.64454474231178,44.209518355966736,200
seasonal_logistic_mix,0.25,Naive,8,186.75724783874648,42.07893050829166,200
seasonal_logistic_mix,0.25,Naive,12,133.22650327480406,27.779883160673325,200
trend_logistic_mix,0.5,TFP,1,28.944971625809828,24.963617385888995,200
trend_logistic_mix,0.5,TFP,4,99.40967029069932,88.44446158434276,200
trend_logistic_mix,0.5,TFP,8,188.78179962800684,166.28051889959283,200
trend_logistic_mix,0.5,TFP,12,271.5163885053539,231.36316783150488,200
trend_logistic_mix,0.5,SimpleTheta,1,21.304845085805013,17.846882182549624,200
trend_logistic_mix,0.5,SimpleTheta,4,25.163002584719706,21.262816480144757,200
trend_logistic_mix,0.5,SimpleTheta,8,30.535648365513108,25.746122623149482,200
trend_logistic_mix,0.5,SimpleTheta,12,36.337943919913535,30.592823982319544,200
trend_logistic_mix,0.5,Naive,1,22.633793037853025,19.641423704281728,200
trend_logistic_mix,0.5,Naive,4,26.062133630484595,22.75900407553849,200
trend_logistic_mix,0.5,Naive,8,31.0450699025844,26.764679540178896,200
trend_logistic_mix,0.5,Naive,12,36.660381616475476,31.24642359947344,200
seasonal_logistic_mix,0.5,TFP,1,81.85827226055142,16.953514303665944,200
seasonal_logistic_mix,0.5,TFP,4,118.78206667442711,25.3930798281126,200
seasonal_logistic_mix,0.5,TFP,8,135.46755956227943,28.05765100915783,200
seasonal_logistic_mix,0.5,TFP,12,144.4051573053297,28.329920109659227,200
seasonal_logistic_mix,0.5,SimpleTheta,1,73.76772287231196,14.728854091955435,200
seasonal_logistic_mix,0.5,SimpleTheta,4,91.14983410337919,17.81857712830631,200
seasonal_logistic_mix,0.5,SimpleTheta,8,112.9733542306389,22.654452584732827,200
seasonal_logistic_mix,0.5,SimpleTheta,12,135.23904082284037,28.02510165150001,200
seasonal_logistic_mix,0.5,Naive,1,88.40053069142512,18.429038071776425,200
seasonal_logistic_mix,0.5,Naive,4,194.56625886304312,48.15191911301618,200
seasonal_logistic_mix,0.5,Naive,8,193.77899534737313,45.10629815996267,200
seasonal_logistic_mix,0.5,Naive,12,137.92157739082526,28.09249280997673,200
trend_logistic_mix,0.75,TFP,1,31.437907028780838,32.8413794849219,200
trend_logistic_mix,0.75,TFP,4,97.64357583565956,112.98301900750985,200
trend_logistic_mix,0.75,TFP,8,186.46276718095993,212.12966946573007,200
trend_logistic_mix,0.75,TFP,12,269.7641865068418,300.1625856071184,200
trend_logistic_mix,0.75,SimpleTheta,1,26.618659932032426,23.9945917033895,200
trend_logistic_mix,0.75,SimpleTheta,4,31.990070598542662,28.4321937992999,200
trend_logistic_mix,0.75,SimpleTheta,8,39.443661358185054,34.73039111895664,200
trend_logistic_mix,0.75,SimpleTheta,12,47.38061253444026,41.448755441164785,200
trend_logistic_mix,0.75,Naive,1,25.935244235306982,25.977144805965448,200
trend_logistic_mix,0.75,Naive,4,30.758126703831913,30.108674104790083,200
trend_logistic_mix,0.75,Naive,8,37.441929002799846,35.64644185027537,200
trend_logistic_mix,0.75,Naive,12,44.942710691979066,42.09233366460866,200
seasonal_logistic_mix,0.75,TFP,1,86.88831317386445,18.71604555300661,200
seasonal_logistic_mix,0.75,TFP,4,123.25246217068232,27.181940229917522,200
seasonal_logistic_mix,0.75,TFP,8,140.39069491660516,30.228294651205626,200
seasonal_logistic_mix,0.75,TFP,12,150.55438429945917,32.58683573864151,200
seasonal_logistic_mix,0.75,SimpleTheta,1,78.69029621476803,16.96707592159286,200
seasonal_logistic_mix,0.75,SimpleTheta,4,96.20432705762862,20.652093261217253,200
seasonal_logistic_mix,0.75,SimpleTheta,8,118.29412869388878,25.69525358338223,200
seasonal_logistic_mix,0.75,SimpleTheta,12,141.1066001322034,31.074514649335224,200
seasonal_logistic_mix,0.75,Naive,1,93.5574652165392,20.09129380898539,200
seasonal_logistic_mix,0.75,Naive,4,196.8856429473445,47.36199762910505,200
seasonal_logistic_mix,0.75,Naive,8,197.7912199027039,45.44607517068081,200
seasonal_logistic_mix,0.75,Naive,12,142.91089378913486,30.953573338176184,200
trend_logistic_mix,1.0,TFP,1,44.55237256017994,39.441563230634515,200
trend_logistic_mix,1.0,TFP,4,134.8477331345188,140.04624485415928,200
trend_logistic_mix,1.0,TFP,8,256.6093116490584,265.5297834370478,200
trend_logistic_mix,1.0,TFP,12,366.97690987175633,372.3776426861268,200
trend_logistic_mix,1.0,SimpleTheta,1,38.78425594426773,28.233611786150238,200
trend_logistic_mix,1.0,SimpleTheta,4,46.90003583038374,33.52176232944715,200
trend_logistic_mix,1.0,SimpleTheta,8,58.09326582297099,40.753413522288035,200
trend_logistic_mix,1.0,SimpleTheta,12,69.43917174954636,48.01691762677857,200
trend_logistic_mix,1.0,Naive,1,37.27293810647717,30.716882518576504,200
trend_logistic_mix,1.0,Naive,4,44.40388375925646,35.30888410238362,200
trend_logistic_mix,1.0,Naive,8,54.50170848115044,41.747970068877954,200
trend_logistic_mix,1.0,Naive,12,64.89338880290292,48.480270644261374,200
seasonal_logistic_mix,1.0,TFP,1,93.77193848711806,23.095380495274387,200
seasonal_logistic_mix,1.0,TFP,4,129.5971031741363,27.39174817883126,200
seasonal_logistic_mix,1.0,TFP,8,148.98163052034167,31.095966733620546,200
seasonal_logistic_mix,1.0,TFP,12,161.10771568743428,34.459168025079705,200
seasonal_logistic_mix,1.0,SimpleTheta,1,85.15259373725206,18.738770030413267,200
seasonal_logistic_mix,1.0,SimpleTheta,4,103.28873759852351,20.85104049473087,200
seasonal_logistic_mix,1.0,SimpleTheta,8,126.48025006071785,25.088143265295393,200
seasonal_logistic_mix,1.0,SimpleTheta,12,150.7333996129464,30.35256699801722,200
seasonal_logistic_mix,1.0,Naive,1,100.0583082478114,24.13595000369249,200
seasonal_logistic_mix,1.0,Naive,4,199.30309682552655,44.40874360866842,200
seasonal_logistic_mix,1.0,Naive,8,203.41187977254916,44.14331739620113,200
seasonal_logistic_mix,1.0,Naive,12,152.01862062444573,31.605340289621296,200
