family,w_logistic,model,horizon,mean_mae,std_mae,n_series
trend_logistic_mix,1.0,Naive,1,3.7679645896697185,3.7843697736666875,200
trend_logistic_mix,1.0,Naive,4,3.8506628401723955,3.7991868064407437,200
trend_logistic_mix,1.0,Naive,8,4.070795265625652,3.853285648418439,200
trend_logistic_mix,1.0,Naive,12,4.2581450186543615,3.7144451887976273,200
seasonal_logistic_mix,1.0,TFP,1,10.794736270818852,3.6278122181308476,200
seasonal_logistic_mix,1.0,TFP,4,16.54599015539252,3.9009445545091244,200
seasonal_logistic_mix,1.0,TFP,8,17.139085571833288,4.196950501098873,200
seasonal_logistic_mix,1.0,TFP,12,14.562328803497234,4.8990953160662105,200
seasonal_logistic_mix,1.0,SimpleTheta,1,8.586576631604844,2.8128934507408774,200
seasonal_logistic_mix,1.0,SimpleTheta,4,9.484363876461803,2.878382732029413,200
seasonal_logistic_mix,1.0,SimpleTheta,8,10.03320618233622,3.0071209503483796,200
seasonal_logistic_mix,1.0,SimpleTheta,12,10.730322912037268,3.374184535151167,200
seasonal_logistic_mix,1.0,Naive,1,12.350156445808807,3.6531582242349585,200
seasonal_logistic_mix,1.0,Naive,4,28.92069608901694,6.515169077479857,200
seasonal_logistic_mix,1.0,Naive,8,29.018813930729607,6.756912421092532,200
seasonal_logistic_mix,1.0,Naive,12,11.324717736996936,3.7355826464641204,200
